Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToManyIT,jointPrefetchResolver,Long Statement,The length of the statement "tester.target("/e2_joint_prefetch").queryParam("include"`"id").queryParam("include"`"name").queryParam("include"`"e3s.name").queryParam("exp"`"id < 3").queryParam("sort"`"id").get().wasOk().bodyEquals(2`"{\"id\":1`\"e3s\":[{\"name\":\"yyy\"}]`\"name\":\"xxx\"}"`"{\"id\":2`\"e3s\":[]`\"name\":\"aaa\"}");" is 304.,30
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToManyIT,jointPrefetchResolver,Magic Number,The method contains a magic number: 2,30
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToManyIT,jointPrefetchResolver,Magic Number,The method contains a magic number: 8,30
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToManyIT,jointPrefetchResolver,Magic Number,The method contains a magic number: 9,30
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToManyIT,jointPrefetchResolver,Magic Number,The method contains a magic number: 2,30
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToManyIT,queryWithParentIdsResolver,Long Statement,The length of the statement "tester.target("/e2_query_with_parent_ids").queryParam("include"`"id").queryParam("include"`"name").queryParam("include"`"e3s.name").queryParam("exp"`"id < 3").queryParam("sort"`"id").get().wasOk().bodyEquals(2`"{\"id\":1`\"e3s\":[{\"name\":\"yyy\"}]`\"name\":\"xxx\"}"`"{\"id\":2`\"e3s\":[]`\"name\":\"aaa\"}");" is 311.,56
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToManyIT,queryWithParentIdsResolver,Magic Number,The method contains a magic number: 2,56
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToManyIT,queryWithParentIdsResolver,Magic Number,The method contains a magic number: 8,56
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToManyIT,queryWithParentIdsResolver,Magic Number,The method contains a magic number: 9,56
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToManyIT,queryWithParentIdsResolver,Magic Number,The method contains a magic number: 2,56
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToManyIT,queryWithParentIdsResolver,Magic Number,The method contains a magic number: 2,56
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,jointPrefetchResolver,Long Statement,The length of the statement "tester.target("/e3_joint_prefetch").queryParam("include"`"id").queryParam("include"`"name").queryParam("include"`"e2.name").queryParam("exp"`"id > 3").get().wasOk().bodyEquals(2`"{\"id\":8`\"e2\":{\"name\":\"xxx\"}`\"name\":\"yyy\"}"`"{\"id\":9`\"e2\":null`\"name\":\"zzz\"}");" is 277.,30
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,jointPrefetchResolver,Magic Number,The method contains a magic number: 8,30
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,jointPrefetchResolver,Magic Number,The method contains a magic number: 9,30
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,jointPrefetchResolver,Magic Number,The method contains a magic number: 2,30
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentIdsResolver,Long Statement,The length of the statement "tester.target("/e3_query_with_parent_ids").queryParam("include"`"id").queryParam("include"`"name").queryParam("include"`"e2.name").queryParam("exp"`"id > 3").get().wasOk().bodyEquals(2`"{\"id\":8`\"e2\":{\"name\":\"xxx\"}`\"name\":\"yyy\"}"`"{\"id\":9`\"e2\":null`\"name\":\"zzz\"}");" is 284.,53
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentIdsResolver,Magic Number,The method contains a magic number: 8,53
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentIdsResolver,Magic Number,The method contains a magic number: 9,53
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentIdsResolver,Magic Number,The method contains a magic number: 2,53
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentIdsResolver,Magic Number,The method contains a magic number: 2,53
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentIdsResolver_Pagination,Long Statement,The length of the statement "tester.e3().insertColumns("id_"`"name"`"e2_id").values(8`"aaa3"`1).values(9`"bbb3"`2).values(10`"ccc3"`3).values(11`"ddd3"`4).exec();" is 133.,75
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentIdsResolver_Pagination,Long Statement,The length of the statement "tester.target("/e3_query_with_parent_ids").queryParam("include"`"id").queryParam("include"`"e2.id").queryParam("sort"`"id").queryParam("limit"`2).get().wasOk().bodyEquals(4`"{\"id\":8`\"e2\":{\"id\":1}}"`"{\"id\":9`\"e2\":{\"id\":2}}");" is 236.,75
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentIdsResolver_Pagination,Magic Number,The method contains a magic number: 2,75
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentIdsResolver_Pagination,Magic Number,The method contains a magic number: 3,75
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentIdsResolver_Pagination,Magic Number,The method contains a magic number: 4,75
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentIdsResolver_Pagination,Magic Number,The method contains a magic number: 8,75
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentIdsResolver_Pagination,Magic Number,The method contains a magic number: 9,75
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentIdsResolver_Pagination,Magic Number,The method contains a magic number: 2,75
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentIdsResolver_Pagination,Magic Number,The method contains a magic number: 10,75
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentIdsResolver_Pagination,Magic Number,The method contains a magic number: 3,75
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentIdsResolver_Pagination,Magic Number,The method contains a magic number: 11,75
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentIdsResolver_Pagination,Magic Number,The method contains a magic number: 4,75
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentIdsResolver_Pagination,Magic Number,The method contains a magic number: 2,75
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentIdsResolver_Pagination,Magic Number,The method contains a magic number: 4,75
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentIdsResolver_Pagination,Magic Number,The method contains a magic number: 2,75
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentQualifierResolver,Long Statement,The length of the statement "tester.target("/e3_query_with_parent_qualifier").queryParam("include"`"id").queryParam("include"`"name").queryParam("include"`"e2.name").queryParam("exp"`"id > 3").get().wasOk().bodyEquals(2`"{\"id\":8`\"e2\":{\"name\":\"xxx\"}`\"name\":\"yyy\"}"`"{\"id\":9`\"e2\":null`\"name\":\"zzz\"}");" is 290.,104
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentQualifierResolver,Magic Number,The method contains a magic number: 8,104
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentQualifierResolver,Magic Number,The method contains a magic number: 9,104
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentQualifierResolver,Magic Number,The method contains a magic number: 2,104
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentQualifierResolver,Magic Number,The method contains a magic number: 2,104
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentQualifierResolver_NoFetchIfNoParent,Long Statement,The length of the statement "tester.target("/e3_query_with_parent_qualifier").queryParam("include"`"id").queryParam("include"`"name").queryParam("include"`"e2.name").queryParam("exp"`"id > 9").get().wasOk().bodyEquals(0);" is 192.,126
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentQualifierResolver_NoFetchIfNoParent,Magic Number,The method contains a magic number: 8,126
agrest,io.agrest.cayenne.GET,Resolvers_Related_ToOneIT,queryWithParentQualifierResolver_NoFetchIfNoParent,Magic Number,The method contains a magic number: 9,126
agrest,io.agrest.cayenne.GET,Resolvers_RootIT,viaQueryResolver,Long Statement,The length of the statement "tester.target("/e2_standard_query").queryParam("include"`"id").queryParam("include"`"name").queryParam("include"`"e3s.name").queryParam("exp"`"id < 3").queryParam("sort"`"id").get().wasOk().bodyEquals(2`"{\"id\":1`\"e3s\":[{\"name\":\"yyy\"}]`\"name\":\"xxx\"}"`"{\"id\":2`\"e3s\":[]`\"name\":\"aaa\"}");" is 304.,37
agrest,io.agrest.cayenne.GET,Resolvers_RootIT,viaQueryResolver,Magic Number,The method contains a magic number: 2,37
agrest,io.agrest.cayenne.GET,Resolvers_RootIT,viaQueryResolver,Magic Number,The method contains a magic number: 8,37
agrest,io.agrest.cayenne.GET,Resolvers_RootIT,viaQueryResolver,Magic Number,The method contains a magic number: 9,37
agrest,io.agrest.cayenne.GET,Resolvers_RootIT,viaQueryResolver,Magic Number,The method contains a magic number: 2,37
agrest,io.agrest.cayenne.GET,Resolvers_RootIT,viaCustomResolver,Long Statement,The length of the statement "tester.target("/e2_custom_query").queryParam("include"`"id").queryParam("include"`"name").queryParam("include"`"e3s.name").get().wasOk().bodyEquals(2`"{\"id\":2`\"e3s\":[]`\"name\":\"n_2\"}"`"{\"id\":1`\"e3s\":[{\"name\":\"yyy\"}]`\"name\":\"n_1\"}");" is 251.,62
agrest,io.agrest.cayenne.GET,Resolvers_RootIT,viaCustomResolver,Magic Number,The method contains a magic number: 2,62
agrest,io.agrest.cayenne.GET,Resolvers_RootIT,viaCustomResolver,Magic Number,The method contains a magic number: 8,62
agrest,io.agrest.cayenne.GET,Resolvers_RootIT,viaCustomResolver,Magic Number,The method contains a magic number: 9,62
agrest,io.agrest.cayenne.GET,Resolvers_RootIT,viaCustomResolver,Magic Number,The method contains a magic number: 2,62
agrest,io.agrest.cayenne.GET,SizeConstraintsIT,noClientLimit,Long Statement,The length of the statement "tester.target("/e4/limit").queryParam("sort"`"id").queryParam("include"`"id").get().wasOk().bodyEquals(3`"{\"id\":1}`{\"id\":2}");" is 130.,26
agrest,io.agrest.cayenne.GET,SizeConstraintsIT,noClientLimit,Magic Number,The method contains a magic number: 2,26
agrest,io.agrest.cayenne.GET,SizeConstraintsIT,noClientLimit,Magic Number,The method contains a magic number: 3,26
agrest,io.agrest.cayenne.GET,SizeConstraintsIT,noClientLimit,Magic Number,The method contains a magic number: 3,26
agrest,io.agrest.cayenne.GET,SizeConstraintsIT,clientLimitBelowServerLimit,Long Statement,The length of the statement "tester.target("/e4/limit").queryParam("sort"`"id").queryParam("include"`"id").queryParam("limit"`"1").get().wasOk().bodyEquals(3`"{\"id\":1}");" is 143.,41
agrest,io.agrest.cayenne.GET,SizeConstraintsIT,clientLimitBelowServerLimit,Magic Number,The method contains a magic number: 2,41
agrest,io.agrest.cayenne.GET,SizeConstraintsIT,clientLimitBelowServerLimit,Magic Number,The method contains a magic number: 3,41
agrest,io.agrest.cayenne.GET,SizeConstraintsIT,clientLimitBelowServerLimit,Magic Number,The method contains a magic number: 3,41
agrest,io.agrest.cayenne.GET,SizeConstraintsIT,clientLimitExceedsServerLimit,Long Statement,The length of the statement "tester.target("/e4/limit").queryParam("sort"`"id").queryParam("include"`"id").queryParam("limit"`"5").get().wasOk().bodyEquals(3`"{\"id\":1}`{\"id\":2}");" is 154.,57
agrest,io.agrest.cayenne.GET,SizeConstraintsIT,clientLimitExceedsServerLimit,Magic Number,The method contains a magic number: 2,57
agrest,io.agrest.cayenne.GET,SizeConstraintsIT,clientLimitExceedsServerLimit,Magic Number,The method contains a magic number: 3,57
agrest,io.agrest.cayenne.GET,SizeConstraintsIT,clientLimitExceedsServerLimit,Magic Number,The method contains a magic number: 3,57
agrest,io.agrest.cayenne.GET,SkipNullsIT,attributes,Long Statement,The length of the statement "tester.target("/e3").queryParam("include"`"id"`"name").queryParam("sort"`"id").get().wasOk().bodyEquals(2`"{\"id\":6}"`"{\"id\":7`\"name\":\"yyy\"}");" is 150.,27
agrest,io.agrest.cayenne.GET,SkipNullsIT,attributes,Magic Number,The method contains a magic number: 6,27
agrest,io.agrest.cayenne.GET,SkipNullsIT,attributes,Magic Number,The method contains a magic number: 7,27
agrest,io.agrest.cayenne.GET,SkipNullsIT,attributes,Magic Number,The method contains a magic number: 2,27
agrest,io.agrest.cayenne.GET,SkipNullsIT,relationships,Long Statement,The length of the statement "tester.target("/e3").queryParam("include"`"id"`"e2.id").queryParam("sort"`"id").get().wasOk().bodyEquals(2`"{\"id\":6`\"e2\":{\"id\":1}}"`"{\"id\":7}");" is 152.,45
agrest,io.agrest.cayenne.GET,SkipNullsIT,relationships,Magic Number,The method contains a magic number: 6,45
agrest,io.agrest.cayenne.GET,SkipNullsIT,relationships,Magic Number,The method contains a magic number: 7,45
agrest,io.agrest.cayenne.GET,SkipNullsIT,relationships,Magic Number,The method contains a magic number: 2,45
agrest,io.agrest.cayenne.GET,SkipNullsIT,relatedAttributes,Long Statement,The length of the statement "tester.target("/e3").queryParam("include"`"id"`"e2").queryParam("sort"`"id").get().wasOk().bodyEquals(2`"{\"id\":6`\"e2\":{\"id\":1`\"name\":\"xxx\"}}"`"{\"id\":7`\"e2\":{\"id\":2}}");" is 184.,66
agrest,io.agrest.cayenne.GET,SkipNullsIT,relatedAttributes,Magic Number,The method contains a magic number: 2,66
agrest,io.agrest.cayenne.GET,SkipNullsIT,relatedAttributes,Magic Number,The method contains a magic number: 6,66
agrest,io.agrest.cayenne.GET,SkipNullsIT,relatedAttributes,Magic Number,The method contains a magic number: 7,66
agrest,io.agrest.cayenne.GET,SkipNullsIT,relatedAttributes,Magic Number,The method contains a magic number: 2,66
agrest,io.agrest.cayenne.GET,SkipNullsIT,relatedAttributes,Magic Number,The method contains a magic number: 2,66
agrest,io.agrest.cayenne.GET,SortIT,sort_ById,Long Statement,The length of the statement "tester.target("/e4").queryParam("sort"`"[{\"property\":\"id\"`\"direction\":\"DESC\"}]").queryParam("include"`"id").get().wasOk().bodyEquals(3`"{\"id\":3}"`"{\"id\":2}"`"{\"id\":1}");" is 183.,27
agrest,io.agrest.cayenne.GET,SortIT,sort_ById,Magic Number,The method contains a magic number: 2,27
agrest,io.agrest.cayenne.GET,SortIT,sort_ById,Magic Number,The method contains a magic number: 3,27
agrest,io.agrest.cayenne.GET,SortIT,sort_ById,Magic Number,The method contains a magic number: 3,27
agrest,io.agrest.cayenne.GET,SortIT,sort_Invalid,Long Statement,The length of the statement "tester.target("/e4").queryParam("sort"`"[{\"property\":\"xyz\"`\"direction\":\"DESC\"}]").queryParam("include"`"id").get().wasBadRequest().bodyEquals("{\"message\":\"Invalid path 'xyz' for 'E4'\"}");" is 199.,43
agrest,io.agrest.cayenne.GET,Sort_MaxPathDepthIT,insertTestData,Magic Number,The method contains a magic number: 8,30
agrest,io.agrest.cayenne.GET,Sort_MaxPathDepthIT,insertTestData,Magic Number,The method contains a magic number: 7,30
agrest,io.agrest.cayenne.GET,Sort_MaxPathDepthIT,insertTestData,Magic Number,The method contains a magic number: 3,30
agrest,io.agrest.cayenne.GET,Sort_MaxPathDepthIT,insertTestData,Magic Number,The method contains a magic number: 8,30
agrest,io.agrest.cayenne.GET,Sort_MaxPathDepthIT,insertTestData,Magic Number,The method contains a magic number: 4,30
agrest,io.agrest.cayenne.GET,Sort_MaxPathDepthIT,insertTestData,Magic Number,The method contains a magic number: 7,30
agrest,io.agrest.cayenne.GET,Sort_MaxPathDepthIT,depth100_Default,Long Statement,The length of the statement "tester.target("/e3").queryParam("include"`"id").queryParam("sort"`"e2.name").get().wasOk().bodyEquals(2`"{\"id\":4}"`"{\"id\":3}");" is 131.,36
agrest,io.agrest.cayenne.GET,Sort_MaxPathDepthIT,depth100_Default,Magic Number,The method contains a magic number: 2,36
agrest,io.agrest.cayenne.GET,Sort_MaxPathDepthIT,depth0,Long Statement,The length of the statement "tester.target("/e3").queryParam("depth"`0).queryParam("include"`"id").queryParam("sort"`"name").get().wasOk().bodyEquals(2`"{\"id\":4}"`"{\"id\":3}");" is 150.,46
agrest,io.agrest.cayenne.GET,Sort_MaxPathDepthIT,depth0,Magic Number,The method contains a magic number: 2,46
agrest,io.agrest.cayenne.GET,Sort_MaxPathDepthIT,depth0_ByRelated,Long Statement,The length of the statement "tester.target("/e3").queryParam("depth"`0).queryParam("include"`"id").queryParam("sort"`"e2.name").get().wasBadRequest();" is 121.,57
agrest,io.agrest.cayenne.GET,StagesIT,terminalStageOnAPPLY_SERVER_PARAMS,Magic Number,The method contains a magic number: 2,42
agrest,io.agrest.cayenne.POST,AgRequestIT,includes_OverriddenByAgRequest,Long Statement,The length of the statement "tester.target("/e3_includes").queryParam("include"`"id").post("[{\"name\":\"aaa\"}`{\"name\":\"zzz\"}`{\"name\":\"bbb\"}]").wasCreated().bodyEquals(3`"{\"name\":\"aaa\"}`{\"name\":\"zzz\"}`{\"name\":\"bbb\"}");" is 210.,26
agrest,io.agrest.cayenne.POST,AgRequestIT,includes_OverriddenByAgRequest,Magic Number,The method contains a magic number: 3,26
agrest,io.agrest.cayenne.POST,AgRequestIT,excludes_OverriddenByAgRequest,Long Statement,The length of the statement "tester.target("/e3_excludes").queryParam("exclude"`"name").post("[{\"name\":\"aaa\"}`{\"name\":\"zzz\"}`{\"name\":\"bbb\"}]").wasCreated().bodyEquals(3`"{\"name\":\"aaa\"`\"phoneNumber\":null}"`"{\"name\":\"zzz\"`\"phoneNumber\":null}"`"{\"name\":\"bbb\"`\"phoneNumber\":null}");" is 279.,36
agrest,io.agrest.cayenne.POST,AgRequestIT,excludes_OverriddenByAgRequest,Magic Number,The method contains a magic number: 3,36
agrest,io.agrest.cayenne.POST,BasicIT,basic,Long Statement,The length of the statement "tester.target("/e4").post("{\"cVarchar\":\"zzz\"}").wasCreated().replaceId("RID").bodyEquals(1`"{\"id\":RID`\"cBoolean\":null`\"cDate\":null`\"cDecimal\":null`\"cInt\":null`" + "\"cTime\":null`\"cTimestamp\":null`\"cVarchar\":\"zzz\"}");" is 237.,32
agrest,io.agrest.cayenne.POST,BasicIT,basic,Long Statement,The length of the statement "tester.target("/e4").post("{\"cVarchar\":\"TTTT\"}").wasCreated().replaceId("RID").bodyEquals(1`"{\"id\":RID`\"cBoolean\":null`\"cDate\":null`\"cDecimal\":null`\"cInt\":null`" + "\"cTime\":null`\"cTimestamp\":null`\"cVarchar\":\"TTTT\"}");" is 239.,32
